光學字符識別	OCR
少數羣體	minorities
少許	soupcon
少量	tad\tmodicum
爾格	erg
尖	pointy
尖刺	acia\tspikes
尖刻	acerb\tacerbity
尖刻地	acidly\ttartly
尖刻的	vitriolic\tmordacious
尖叫	yelp\tsqueal
尖叫中	yelping
尖叫了	yelped\tsquealed
尖叫聲	yelps\tscreech
尖叫者	screamer
尖塔	steeple
尖塔工	steeplejack
尖拱	ogive
尖拱的	ogival
尖點	cusp
尖牙	fang\tcuspid
尖的	peaked\tcuspidal
尖酸	acerbic
尖銳	trenchancy
尖銳地	sharply\tpointedly
尖銳的	spiky\targute
尖頂	spire\tfleche
尖頂的	steepled\tpinnacled
尖齒	tine
塵世	terrene
塵世的	earthly\tsubcelestial
塵肺病	pneumoconiosis
尚	shang
尚可	goodish\tpassable
尚可的	fairish
尚普蘭	Champlain
尚未	yet
尚茨	Schantz
尚蒂伊	Chantilly
嘗試	try\ttries
嘗試中	attempting
嘗試的	trying
嘗試者	trier\tattempter
嘗試過	tried
尤克牌戲	euchre
尤克里裏	ukulele
尤其	especially
尤利烏斯	Julius
尤利西斯	Ulysses
尤卡坦	Yucatan
尤因	Ewing
尤妮斯	Eunice
尤尼克斯	yonex
尤尼瓦克	Univac
尤巴	Yuba
尤德爾	Udall
尤恩	Ewen
尤蒂卡	Utica
尤里	Yuri
尤里斯	Uris
尤金	Eugene
就業	employment
就業能力	employability
就寢時間	bedtime\tbedtiime
就座的	seated
就職	inducting\tinduction
就職中	inaugurating
就職的	inducted\tinaugural
尷尬	awkward\tawkwardness
尷尬地	awkwardly
尷尬的	embarrassed
屍體	corpse\tcadaver
屍檢	autopsy\tnecropsy
屍鹼	ptomaine
尺寸	size\tdimensions
尺蠖	inchworm\tpalmerworm
尺骨	ulna
尺骨的	ulnar
尼亞加拉	Niagara
尼亞美	Niamey
尼伯爾	nibel
尼伯龍根	Nibelung
尼俄伯	Niobe
尼克勞斯	Nicklaus
尼克松	Nixon
尼加拉瓜	Nicaragua
尼古丁	nicotine
尼古丁中毒	nicotinism
尼古拉	Nikolai
尼古拉斯	nicolas\tNicholas
尼哥底母	Nicodemus
尼基	nikki
尼安德特人	Neanderthal
尼爾	Neil\tNeal
尼爾松	Nilsson
尼爾森	Nilsen\tNelsen
尼尼微	Nineveh
尼布甲尼撒	Nebuchadnezzar
尼希米	nehemiah
尼康	nikon
尼扎姆	nizam
尼斯	nis\tNess
尼日利亞	Nigeria
尼日利亞人	Nigerian
尼日爾	Niger
尼格利陀人	negrito
尼格斯	negus
尼泊爾	Nepal
尼泊爾人	nepalese
尼泊爾語	Nepali
尼祿	Nero
尼祿式的	neronian
尼科爾斯	Nichols\tNicholls
尼科爾森	Nicholson
尼科洛	Niccolo
尼科西亞	Nicosia
尼米亞	nemean
尼維斯	nevis
尼羅河	Nile
尼莫	nemo
尼西亞	nicene
尼赫魯	Nehru
尼達姆	Needham
尼采	Nietzsche
尼裏	niri
尼金斯基	Nijinsky
尼龍	nylon
尼龍襪	nylons
儘快	ASAP\tas soon as possible
儘管	albeit\tmaugre
儘管如此	nonetheless
盡職	dutiful\tduteous
盡職地	dutifully
盡責地	conscientiously
盡責的	conscientious
尾件	tailpiece
尾聲	coda\tepilogue
尾巴	tail
尾數	mantissa
尾板	tailboard
尾註	endnote
尾燈	taillight
尾翼	empennage
尾跡	trailings
尾部的	caudal
尾門	tailgate
尾隨	tailing\tdogging
尾隨的	trailed
尾音省略	apocope
尾骨	coccyx
尾骨的	coccygeal
尿	urine
尿布	nappy\tdiaper
尿檢	urinalysis
尿毒症	uremia\turaemia
尿毒症的	uremic
尿激酶	urokinase
尿的	uric
尿素	urea
尿道	urethra
尿道溢液	gleet
尿道的	urethral
局	bureau\tinning
局域網	lan\tLAN
局部地	topically
局部的	topical
屁	fart\tflatus
屁股	arse\tbutt
屁股蹲兒	pratfall
層	tier\tlayer
層雲	stratus
層壓	lamination
層壓機	laminator
層壓板	laminate
層壓的	laminated
層疊樣式表	CSS\tCascading Style Sheets
層次	tiers
層流的	laminar
層狀的	lamellate
層積雲	stratocumulus
層間	interstratify
居中的	centred\tcentered
居住	dwell\treside
居住權	residency
居住的	peopled
居住過	dwelt\tdwelled
居民	denizen\tdweller
居維葉	Cuvier
居魯士	Cyrus
屈從	truckle
屈光學	dioptrics
屈光度	diopter
屈尊	deign\tcondescend
屈尊了	deigned
屈尊的	condescending
屈折	inflect\tinflection
屈折的	inflectional
屈曲	buckling
屈服	caved\tsuccumb
屈服中	succumbing
屈服了	succumbed
屈肌	flexor
屈膝	genuflect\tgenuflection
屈膝禮	curtsy\tcurtsies
屈辱	mortification
屋檐	eave
屋脊	rooftree
屋頂	roof\trooftop
屋頂工	roofer
屋頂材料	roofing
屋頂窗	lucarne
屏幕	screen
屏幕保護程序	screensaver
屏幕工作室	Screen Studio
屏幕錄製	ScreenFlow
屏幕浮動	ScreenFloat
展廳	showroom
展品	exhibits
展場	showground
展平	uncrumple
展開	unfo\tunroll
展開中	unrolling
展開的	unrolled\tunfolded
展望	outlook
展期	rollover
展示	show\tshew
展示中	exhibiting
展示過	exhibited
展覽	exhibition
展覽會	exhibitions
屬	genus
屬於	belong\tappertain
屬性	attr\tattrib
屬格	genitive
屠夫	flesher\tbutcher
屠宰	slaughter
屠宰場	butchery\tslaughterhouse
屠殺	massacre\tbloodbath
履帶	pedrail
履行	fulfil\tfulfill
山	mountain
山丘	hills\tmassif
山東綢	Shantung
山體滑坡	landslip
山區的	montane
山口	col
山地般地	mountainously
山坡	brae\tversant
山牆	gable\tpediment
山柳菊	hawkweed
山核桃	pecan\tpignut
山核桃樹皮	shagbark
山梨	sorb
山楂	hawthorn
山毛櫸	beech
山毛櫸木	beechwood
山毛櫸果	beechnut
山毛櫸的	beechen
山湖	tarn
山貓	bobcat\tcatamount
山竹	mangosteen
山羊	goat
山羊的	caprine
山羊皮	goatskin
山羊鬍	goatee
山胡椒	spicebush
山脈	sierra
山脊	ridge\tsowback
山腰	mountainside
山艾樹	sagebrush
山茱萸	cornel\tdogwood
山茶	camellia\tjaponica
山藥	yam
山蘿蔔	scabiosa
山谷	dale\tvale
山達脂	sandarac
山那邊的	ultramontane
山金車	arnica
山雀	tomtit\ttitmouse
山頂	hilltop\tmountaintop
山魈	mandrill
山魯佐德	Scheherazade
山麓	foothill
山麓的	submontane
山龍眼	banksia
島	Isle\tisland
島嶼	islands
島民	islander
巖丘	tor
岩基	batholith
巖棲的	rupicolous
巖洞	grotto
巖洞羣	grottos
岩漿	magma
岩鹽	halite
巖蓋	laccolith
巖相學	petrography
岩石	rock
岩石圖	petrograph
岩石圈	lithosphere
岩石圈的	lithospheric
岩石學	lithology\tpetrology
岩石學家	petrologist
岩石數據庫	RocksDB
岩石的	rocky\tpetrous
巖薔薇	cistus
巖釘	piton
巖骨的	petrosal
岬角	foreland\theadland
岬角的	promontoried
岸上	onshore
峽灣	fiord
峽谷	glen\tgorge
峽谷的	cany
峭壁	crag\tpalisades
峯會	summitry
峯值器	peaker
崇拜	adore\tlionise
崇拜中	adoring\tworshiping
崇拜名人	lionism
崇拜者	adorer\tworshiper
崇拜過的	worshiped
崇敬	revere\treverence
崇高	sublime\tloftiness
崇高文本	Sublime Text
崇高的	lofty\texalted
崎嶇	cragginess
崎嶇地	ruggedly
崎嶇的	rugged\tcragged
崖下坡	undercliff
崖壁	rimrock
崩	beng
崩潰	debacle\tmeltdown
崩積的	colluvial
嵌入	inset\tembed
嵌入的	embedded
嵌套	nesting
嵌套的	nested
嶙峋	craggy
川崎	kawasaki
州	state\tcanton
州內	intrastate
州北部	upstate
州南部	downstate
州地位	statehood
州的	cantonal
州議會大廈	statehouse
州長	governor
州長的	gubernatorial
州際	Interstate
巡迴	itinerate
巡迴演出	barnstorm
巡迴演出中	barnstorming
巡迴演出過	barnstormed
巡迴演員	barnstormer
巡迴演說	stumping
巡迴的	itinerant
巡洋艦	cruiser
巡航	cruise
巡警	patrolmen\tpatrolman
巡邏	patrol
巡邏中	patrolling
巡邏了	patrolled
巡邏隊	patrols
巡道員	trackman
巢	nest
巢穴	den\tlair
工業	industry
工業上	industrially
工業主義	industrialism
工業前的	preindustrial
工業化	industrialize\tindustrialise
工業化的	industrialised\tindustrialized
工業的	industrial
工業股	industrials
工人	worker\tworkmen
工件	workpiece
工會	unions
工會主義	unionism
工會化	unionization
工會化中	unionizing
工會組織者	unionizer
工作	job\twork
工作臺	worktable\tworkbench
工作周	workweek
工作場所	workplace
工作室	studio\tatelier
工作室顯示器	Studio Display
工作日	weekday\tworkday
工作流	workflow\tWorkFlowy
工作狂	workaholic
工作空間	workspace
工作站	workstation
工作組	workgroup
工作表	worksheet
工作過	worked
工作量	workload
工黨黨員	laborite\tlabourite
工兵	sapper
工具	tool\twerkzeug
工具製造	toolmaking
工具製造者	toolmaker
工具包	toolkit
工具欄	toolbar
工具箱	toolbox\tworkbox
工具軟件	TinkerTool
工匠	tooler\twright
工廠	factory\tfactories
工團主義者	syndicalist
工頭	gaffer\tganger
工棚	bunkhouse
工程	engineering
工程師	engineer
工藝	craft\tworkmanship
工藝品	crafts
工裝褲	dungaree\toveralls
工賊	blackleg
工資	wage\tpaycheck
工資單	payroll
左	left
左撇子	lefty\tsouthpaw
左旋	lh\tsinistrorse
左旋果糖	laevulose
左旋葡萄糖	levoglucose\tlaevoglucose
左洛復	zoloft
左翼主義	leftism
左翼分子	leftist
左舷	larboard
左轉	aport
左輪手槍	revolver
巧克力	choco\tchocolate
巧克力味	chocolatey
巧合地	coincidently
巧合的	coincidental
巧妙	ingeniousness
巧妙地	ingeniously
巧妙處理	finessed\tfinessing
巧妙的	ingenious
巨人	hulk\tgiant
巨人症	giantism
巨像	colossus
巨獸	behemoth\tleviathan
巨響	bang
巨嘴鳥	toucan
巨噬細胞	macrophage
巨型化石	megafossil
巨大	bigness\thugeness
巨大地	immensely
巨大的	huge\tmega
巨頭的	macrocephalic
巨浪	billow
巨物	juggernaut
巨石	boulder\tmonolith
巨石陣	Stonehenge
鉅著	tome
巨蛇座	Serpens
巨蝮	bushmaster
巨骨舌魚	arapaima
巨魔	troll
巨鳥	roc
鞏固	entrench\tconsolidate
鞏固中	consolidating
鞏固了	consolidated
鞏膜	sclera
巫醫	koradji
巫師	wizard\tsorcerer
巫術	obeah\tsorcery
巫毒	voodoo
差事	errand
差異	diff\tdisparity
己糖	hexo
已上傳	uploaded
已上升	ascended
已下載	downloaded
已下馬	dismounted
已不服從	disobeyed
已專利的	patented
已中止	aborted
已中繼	relayed
已交付	delivered
已交換	interchanged
已付	paid
已付郵資	franked
已仲裁	arbitrated
已任命	appointed
已傳播	transmitted
已傳達	conveyed
已僞造	counterfeited
已作廢的	nulled\tvoided
已使永存	perpetuated
已侵入	trespassed
已保存的	saved
已修改	revised
已修理	repaired
已修補	mended
已借記	debited
已停產的	discontinued
已停止	ceased
已償還	repaid
已剋制	refrained
已公證	notarized
已關聯	associated\tcorrelated
已內收	adducted
已再創造	recreated
已再循環	recirculated
已冒險	ventured
已寫	written
已沖洗	rinsed
已淨化	cleansed
已出口	exported
已出版	published
已出現	arisen
已出隊	dequeued
已分區的	sectioned
已分析	analyzed
已分段	segmented
已分泌	secreted
已分類	categorized
已分解	factored
已分解的	decomposed
已分配	apportioned
已分配的	allotted\tallocated
已分頁	paged
已切換	toggled
已劃定	delimited
已列出	listed
已創造	created
已初始化	initialed\tinitialised
已刪除	deleted\texpunged
已到期	expired
已製作	made
已製表	tabulated
已刷新	refreshed
已前置	prepended
已剝	stripped
已加入	joined
已加印	overprinted
已加密	enciphered
已加油	refueled
已努力	striven
已升級	upgraded
已協助	assisted
已卸載	unloaded
已原型化	prototyped
已去	gone
已反對的	deprecated
已反駁	countered
已發射	launched
已發佈	issued\tposted
已發生	transpired
已發芽	sprouted\tgerminated
已發貨	shipped
已發起	initiated
已發送	shent\trouted
已取消	canceled\tcancelled
已可視化	visualized
已同步	synchronized\tresynchronized
已否決	overruled
已否認	disclaimed
已啓用	enabled
已吸收	assimilated
已呼出	exhaled
已呼叫	called
已諮詢	consulted
已哈希	hashed
已售	sold
已回家	homed
已回報	reciprocated
已回答	answered
已困惑	befogged
已固結	cemented
已聖化	sanctified
已培養	fostered
已填充	filled
已增加	incremented
已增殖	proliferated
已處理	treated\thandled
已複製	copied
已委派	delegated
已婚	wedded
已婚的	married
已存儲	stored
已存入的	deposited
已存檔	archived
已孵化	incubated
已安心	reassured
已安排	arranged
已安排的	scheduled
已安裝	plumbed\tinstalled
已安裝的	mounted
已定義	defined
已定尺寸	sized
已實例化	instantiated
已實施的	implemented
已實現	realized\tachieved
已審查	reviewed
已審計	audited
已審問	interrogated
已宣傳	publicized
已對應	corresponded
已尋址	addressed
已封裝	encapsulated
已嘗試	attempted
已就職	inaugurated
已屍檢	autopsied
已履行	fulfilled
已工會化	unionized
已應對	coped
已廢除	repealed\tabolished
已廢除的	nullified
已建立的	established
已建造	built
已開始	started\tembarked
已開票	invoiced
已弄髒	befouled
已引證	adduced
已弱化	deemphasized
已歸因	ascribed
已徵稅	taxed
已得分	scored
已微酸	acidulated
已恢復	reverted\tundeleted
已惡化	deteriorated
已紮營	encamped
已打包	packed
已打開	opened
已打折的	discounted
已託運	consigned
已扣留	withheld
已扣除	deducted
已執行	executed\tadministered
已掃描	scanned
已批准	approved
已批准的	ratified
已承擔	undertaken
已投保的	insured
已投擲	thrown
已投票	voted
已投降	surrendered
已折射	refracted
已搶救的	salvaged
已披露	disclosed
已抵消	counteracted
已擔保	secured
已拆包	unpacked
已拆卸	disassembled
已拆除	demolished
已拍攝	filmed\tphotographed
已拔栓	unbolted
已拿	taken
已挖掘	excavated
已授予	granted
已授權	authorised
已排列	arrayed
已排名	ranked
已排序	sorted\tsequenced
已排泄	excreted
已排隊	enqueued
已排除	precluded
已接通	tapped
已描繪	delineated
已提交	filed\tsubmitted
已提供	supplied
已提醒	reminded
已插入	inserted
已揭示	unveiled
已攤銷	amortized
已撤回	withdrew\twithdrawn
已播種	sown
已擦除	erased
已支持	supported
已收到	received
已收穫	harvested
已改道	rerouted
已改革	reformed
已放松管制	deregulated
已故的	deceased
已救援	rescued
已數字化	digitized
已斜體	italicized
已施加	exerted
已施洗	christened
已施肥	fertilized
已映射	mapped
已顯示的	displayed
已更新	updated
已有	what've
已枯萎	withered
已查明	ascertained
已標記	tagged
已檢查	inspected
已檢測	detected
已橫穿	traversed
已毀容	disfigured
已溝通	communicated
已沒收	confiscated
已注入	injected
已註冊	registered
已註釋	annotated
已洗劫	ransacked
已洗錢	laundered
已流通	circulated
已流逝	elapsed
已測試	tested
已塗	painted
已消化	digested
已消失	vanished
已消毒的	sterilized
已消滅	exterminated
已清潔	cleaned
已清算	liquidated
已清除	purged\tcleared
已渲染	rendered
已演示	demonstrated
已犯	perpetrated
已理解	comprehended
已生	begotten
已生產	produced
已界定	scoped
已登記	enrolled
已監控	monitored
已知	known
已破產	bankrupted
已確認	confirmed
已碰撞	crashed
已租	rented
已移植	transplanted
已立法	legislated
已豎立	erected
已簽約	contracted
已簽署	signed
已管理	managed
已索引的	indexed
已糾正	corrected
已細分	subdivided
已終止	terminated
已經	already
已結束	ended\tconcluded
已繞過	bypassed
已繪製的	charted
已維護	maintained
已緩衝	buffered
已緩存的	cached
已緩解	mitigated
已編號的	numbered
已編碼	encoded
已編頁碼	paginated
已翻新	reconditioned
已背書	endorsed
已脫離	seceded\tdisengaged
已腐敗	corrupted
已騰出	vacated
已節省	economized
已花費	expended
已獲得	procured
已獲版權	copyrighted
已行使	exercised
已補償	compensated
已補救	remedied
已衰退	waned
已裝入箱內	encased
已裝載	stowed
已裝飾	upholstered
已覆蓋	overridden
已觀看	watched
已規範化	canonicalized
已解決	solved
已解封	unblocked
已解開	unchained
已解散	disbanded
已解析	parsed
已解碼的	decoded
已解釋	interpreted
已解鎖	unlocked
已警告	warned
已計入	accounted
已計數的	counted
已計算成本	costed
已訂婚	engaged\tbetrothed
已訂婚的	affianced
已訂閱	subscribed
已認識	realised
已記住	memorized\tremembered
已記錄	recorded\tdocumented
已證實	corroborated
已證實的	proven
已證明的	proved
已評估	evaluated\tappraised
已評論	commented
已識別的	identified
已詢問	enquired
已調和	reconciled
已調整	realigned
已調整的	readjusted
已調查	surveyed
已調用	invoked
已調試	debugged
已談判	negotiated
已豁免	exempted
已購買	purchased
已賄賂	bribed
已讚揚	commended
已超過	exceeded
已足夠	sufficed
已躲避	dodged
已轉	turned
已轉發	forwarded
已轉變	shifted\tconverted
已轉錄	transcribed
已轉移	transferred
已轉讓	deeded
已輸入	typed
已辭職	resigned
已辯護	defended
已達成	attained
已遷移	migrated
已迎合	catered
已運輸	transported
已近似	approximated
已違反	transgressed
已連接	bridged\tinterfaced
已連接的	cabled
已追蹤	traced\ttracked
已退出	exited
已適合	befitted
已通報	briefed
已通知	notified
已通風	vented\tventilated
已部署	deployed
已配置	configured
已釀造	brewed
已醒	woken
已採樣	sampled
已釋放	unleashed\tdeallocated
已重寫	rewritten
已重啓	restarted
已重命名	renamed
已重建	reconstructed
已重開	reopened
已重新初始化	reinitialized
已重新制定	reformulated
已重新引入	reintroduced
已重新插入	reinserted
已重新格式化	reformatted
已重新編譯	recompiled
已重新考慮	reconsidered
已重新解釋	reinterpreted
已重新計算	recomputed
已重新連接	reconnected
已重新配置	reconfigured
已重派	reassigned
已重申	restated
已重組	reassembled\treorganized
