#兼容所有拼音類型的公共簡碼庫	
gj	感覺	根據	關鍵
lxr	聯繫人
lyd	老一代	錄音帶	利雅得
lyf	六月份	晾衣服
lyj	錄音機
lze	遛早兒
lzv	零增長
max	馬鞍形
mbh	沒變化	貓薄荷	邁巴赫
mbi	末班車	麪包車
mbm	忙不忙	買不買
mbp	鳴不平	慢半拍
mbs	莫不是
mbz	毛筆字	抹脖子
mce	沒錯兒
mcl	摩擦力
mcp	買彩票
mdf	沒地方	磨豆腐
mdi	馬黛茶
mdj	沒多久	滿大街	牡丹江
mdq	買得起
mdu	磨刀石
mdy	賣隊友	棉大衣
med	貓耳朵
mfb	沒法比	免費版	麻風病
mfe	沒法兒
mfh	滿負荷
mfn	麻煩你
mfq	密封圈
mfu	莫非是	魔法師	麻煩事
mfw	馬蜂窩
mfz	沒法子
mgb	蒙古包
mgg	蒙古國
mgs	玫瑰色
mgx	沒關係
mgz	每個字	命根子
mhd	曼哈頓
mhs	米黃色
mhu	沒話說
mhw	美猴王
mhz	毛孩子
mij	秒出警
mjb	毛巾被
mjt	沒幾天
mjz	摩羯座	慢節奏
mkd	沒看到	沒看懂
mlb	馬路邊	煤老闆
mlt	麻辣燙
mme	沒門兒
mmj	明明就
mmk	慢慢看	棉毛褲
mml	慢慢來
mmm	某某某	喵喵喵	買買買
mmq	默秒全
mmr	某某人	茫茫然
mmw	命名爲
mmx	密碼學
mnj	摩尼教
mnm	沒那麼
mpf	毛坯房
mqb	沒區別
mqh	母親河
mqj	母親節
mqt	沒前途
mqv	煤氣站
mrt	名人堂
mru	默認是	美容師
msd	沒事的
msg	沒事幹
msj	沒時間
msm	沒什麼
msy	彌賽亞
msz	摩梭族	馬上做
mtc	滿堂彩
mtn	沒頭腦
mtv	描圖紙
mun	美少女
mup	名士派
muq	賣身契
mur	陌生人
muu	魔術師
mvi	沒支持
mvn	忙着呢
mvr	魔怔人
mwb	馬尾辮
mwn	魔物娘
mwx	冥王星
mxf	沒想法
mxj	冒險家	抹香鯨
mxs	沒心思
mxt	馬戲團
mxw	沒希望	沒下文	毛血旺
mxx	沒信心	冒險性
mye	貿易額
myh	每一行
nbb	暖寶寶	蔫巴巴
nbs	那不是
nby	努比亞
ncb	內測版
nct	內存條
nde	那點兒
ndf	那地方	那頓飯	鬧洞房
ndm	年代末
ndr	那當然
ndt	拿大頭
ndv	耐得住	拿得準	尿毒症
ndx	能動性
ndz	鬧肚子
neg	女兒國
nej	你已經
nel	孃兒倆
nem	娘兒們
nfj	暖風機
nfy	逆反應
ngd	尼古丁
nge	腦瓜兒
ngj	凝固劑
ngu	農工商
ngv	內閣制
ngy	男高音
nhd	霓虹燈
nhj	黏合劑
nhs	牛磺酸
nhu	那回事
nhv	腦海中
nhx	耐寒性
nie	弄潮兒
nii	怒衝衝
niv	農場主
nje	那就是
njf	農家肥
njq	南極圈
njs	那就算
njt	那幾天
nju	那件事	哪件事
njx	耐久性
njz	拿架子
nkk	你看看
nks	尼克松	那可是
nkz	尿褲子
nlg	那兩個
nlh	尼羅河
nln	捏了捏
nls	濃硫酸	尼龍絲
nlu	尼龍繩	牛欄山
nlw	尼龍襪
nlx	牛郎星
nly	哪裏有
nme	納悶兒
nmh	那麼好	那麼壞
nmq	農牧區
nms	檸檬酸
nmw	牛魔王
nmx	匿名信
nnd	奶奶的
nnv	農奴制
npe	尼泊爾
npj	年平均
nps	泥菩薩
npv	牛皮紙
nqp	暖氣片
nrg	牛肉乾
nrj	內燃機
nsh	那時候
nsu	年三十
nte	年頭兒
ntm	你他媽	你特麼	你他喵
ntq	那天起
ntv	女同志	男同志
ntz	泥腿子
nuj	腦神經	女生節
nuk	那時快
nul	泥石流
nup	暖水瓶
nuq	鬧市區
nur	納稅人
nuv	逆時針
nux	拿手戲
nve	那陣兒
nvf	農轉非
nvj	女主角	男主角	年終獎
nvl	黏着力
nvn	那隻能
nvp	奶製品
nvr	女主人	男主人
nwb	內務部
nwh	奈我何
nwj	女玩家	男玩家	泥瓦匠
nyc	那一次	哪一次
nyp	那一片	耐用品
nys	奶油色
nyz	那樣子
nzg	內增高
ofs	Office
ogt	歐共體
ohu	偶函數
olb	歐羅巴
opk	歐佩克
orx	偶然性
pay	平安夜
pbf	漂白粉
pbh	瀑布汗
pbi	平板車
pbj	漂白劑
pbq	賠不起
pbs	怕不是	賠不是
pbv	拍巴掌
pby	漂白液
pdd	拼多多	胖嘟嘟	胖墩墩
pde	胖墩兒	屁顛兒
pdf	PDF	破大防
pdj	判斷句
pdt	拍大腿
pdx	平底鞋
pei	普洱茶
pfg	平方根
pfh	平方和
pfq	噴粉器
pfu	批發商
pgj	憑感覺
pgv	旁觀者
pgy	蒲公英
phd	平衡點
phe	派活兒
phj	平滑肌
phl	破壞力
phm	平衡木
pht	皮划艇
phv	破壞者
piq	跑出去
pis	派出所
pjd	啤酒肚
pje	皮筋兒
pjq	瓶頸期
pju	判決書
pkx	貧困線
ple	破爛兒
plg	疲勞感
plj	評論家
plq	評論區
plw	霹靂舞
ply	評論員
pmb	排名榜
pme	帕米爾
pmf	怕麻煩	平民憤
pmh	拍賣會
pmi	跑馬場
pmj	平面鏡
pmt	平面圖
pmx	片面性
pmz	普米族
ppi	碰碰車
ppj	批評家
ppq	乒乓球
pqh	爬牆虎
psm	憑什麼
pss	撲簌簌
ptb	排頭兵
pte	跑腿兒
ptf	普通法
ptq	平臺期
ptz	批條子
puh	爬山虎
pui	噴水池
puq	拼手氣
pve	PVE
pvg	偏振光
pvl	排中律
pvu	批准書
pvx	配置項
pwh	評委會
pwv	盤外招
pwx	拋物線
pxv	貧血症
pxw	排泄物
pxz	胖小子
pyi	派用場
pyl	偏移量
pyv	聘用制
pzc	排座次
pzu	潑髒水
qaa	氣昂昂
qbb	千八百
qbh	鉛筆畫
qbk	切不可
qbn	七八年	卻不能
qbs	豈不是	卻不是
qbw	千百萬	豈不聞
qbx	情報學
qby	前半夜
qdb	球蛋白
qds	強的松
qdu	全都是
qfd	千分點
qfi	千分尺
qfs	氫氟酸
qfu	啓發式
qfy	切分音
qgf	前滾翻
qgi	全過程
qgr	親骨肉
qhq	氰化氫
qhr	青海人
qhx	親和性
qid	青春痘
qif	青春飯
qii	氣沖沖
qil	起牀了
qiq	青春期
qjb	奇蹟般	旗艦版
qje	丘吉爾
qjk	取景框
qjq	輕機槍
qkd	乾坤袋
qkf	前空翻
qkj	頃刻間
qkt	羥考酮
qlj	輕量級
qlm	千里馬
qls	淺藍色
qlv	侵略者
qmd	親密度
qmj	清明節
qmp	全面屏	曲面屏	羣名片
qms	青黴素
qmv	敲門磚
qng	青年宮
qnq	取暖器
qny	前女友	前男友
qpm	全屏幕
qpq	旗袍裙
qpu	槍炮聲
qpv	強迫症
qpx	起跑線	欺騙性
qqg	親切感
qqh	全球化
qqq	氫氣球
qqx	全球性
qrj	情人節
qsd	請稍等
qsf	遣散費
qsq	取色器
qsr	氣死人
qtc	牆頭草
qtd	其他的
qth	全天候
qtr	其他人
qtv	擎天柱
que	七十二
quh	秦始皇
quj	全世界
qut	潛水艇
qux	歧視性	全身心
quy	企事業
qvh	慶祝會	千紙鶴
qwd	強無敵
qwe	氣味兒
qwj	羣文件	潛望鏡	去污劑
qwq	輕武器
qwx	趣味性	權威性
qxm	親兄妹
qxq	七絃琴
qyg	前一個	奇異果
qyv	前一陣
qze	槍子兒
qzf	簽字費
qzg	勤雜工
qzq	前奏曲
rbh	日本海
rbs	若不是
rcl	容錯率
rcp	軟磁盤
rcr	認錯人
rcw	人財物
rcx	人才學
rdk	熱得快
rdv	忍得住
reg	寄存器
reu	入耳式
rfl	熱風爐
rgb	軟骨病
rgg	軟廣告
rgh	人工湖
rgl	人工林
rgn	如果你
rgu	如果說
rgw	如果我
rgx	如果想
rhb	然後被
rhh	熱乎乎
rhn	然後呢	如何呢
rhs	乳黃色
rhv	潤滑脂
rhy	潤滑油
rid	熱傳導
ril	熱處理
rjb	軟件包
rjg	熱加工
rjv	日記賬
rjx	日界線
rki	入口處
rkx	軟科學
rkz	日喀則
rlb	日曆表
rlj	軟鏈接
rlp	容量瓶
rlx	人類學	弱類型
rly	燃料油
rlz	惹亂子
rmh	熱門貨
rms	軟木塞
rmx	人民性
rmz	人馬座
rnx	忍耐性
rny	熱那亞
rph	熱平衡
rpv	熱膨脹
rqd	熱啓動
rrl	熱容量
rsj	乳酸菌
rsq	軟色情
rsv	染色質
rsx	熱塑性
rtf	人頭費
rub	人事部
ruf	惹是非
ruj	人社局
ruu	如是說
rux	肉食性
ruz	熱水澡
rvb	軟指標
rvc	肉中刺
rvl	軟着陸
rvp	肉製品	乳製品
rvz	繞着走
rwb	日文版
rwe	人味兒
rwh	人物畫
rwt	任務條
rxl	入學率
rxy	熱效應
ryb	日語版
ryd	熱運動
ryj	軟硬件
ryl	軟飲料
rym	軟硬木
ryu	日月山
ryv	榮譽章
rzb	人造板
rzg	人造革
rzj	讓自己
rzm	人造棉
rzs	人造絲
rzv	軟組織
sbt	三胞胎
scj	速測鏡
sdg	蘇丹國
sdk	SD卡
sdq	三大球
sdy	四大洋
sdz	死得早
sed	塞爾達
sfb	司法部
sfd	隨風倒
sfg	司法官
sfh	私房話
sfm	三方面
sfr	嫂夫人
sfx	四方形
sfy	索非亞
sfz	隨份子
shb	三合板
shd	松花蛋
she	撒歡兒
shu	俗話說
shx	三和絃
sib	速成班
sig	鬆弛感
sir	四川人
siu	四川省
siz	四重奏
sjf	三角楓
sjj	三角架
sjt	三九天
sju	隨機數
sjv	三角洲
skg	薩克管
slf	斯拉夫	賽璐玢
slj	三棱鏡
slt	縮略圖
slu	蘇黎世
slv	塑料紙
slw	送禮物
sma	什麼啊
smc	什麼詞
smd	什麼的
sme	嗓門兒
smg	什麼鬼	什麼梗
smh	什麼話
smi	賽馬場
smj	什麼叫	薩滿教
smq	司馬遷
smr	什麼人	色目人
smt	酸梅湯	四面體
smu	什麼是	什麼事	喪門神
snn	酸牛奶
snv	死難者
snx	孫女婿
sny	桑拿浴
sph	碎片化
sqj	死全家
srb	四人幫
ssf	訴訟法
ssn	碎碎念	三四年
ssu	三四十
ssv	訴訟狀
stn	桑塔納
stt	掃堂腿
stz	宋體字
sul	速生林
sum	送上門
sus	三十歲	四十歲
suu	雖說是
suz	私生子
svp	絲織品
svr	三種人
svw	四周圍
svx	掃帚星
svy	餿主意
swa	蘇維埃
swg	死頑固
swj	散文家
swn	三五年	四五年
swt	四五天	三五天
swx	死亡線
sxf	孫媳婦
sxh	死循環
sxq	隨想曲
sxv	四仙桌
syc	三葉草
syf	三月份	四月份	塞牙縫
syi	酥油茶
syj	三月街
syl	三元里
syp	死硬派	三丫坡
syq	所有權
syx	隨意性
syz	撒丫子
szc	三字詞	四字詞
szd	所在地
szf	喪葬費
szj	三字經
szp	隨葬品
szx	梭子蟹
szz	碎嘴子
tbb	特別版
tbh	銅版畫
tbp	天不怕
tbs	特別是
tcd	體操隊
tce	挑刺兒
tcq	探測器
tdb	糖蛋白
tdc	頭等艙
tdg	頭等功
tdh	特大號	通電話
tdk	通道口
tdm	土地廟
tdp	替代品
tdy	土地爺
tdz	腿肚子
ter	天鵝絨
tes	託兒所
tfi	通風櫥
tfk	通風口
tgd	體工隊
tgk	同甘苦
tgs	通古斯
tgt	剃光頭
tgz	鐵工資
thj	鈦合金
tht	拖後腿
thu	同花順
thv	拓荒者
thw	醍醐味
thy	挺好用	桃花運
tiq	逃出去
tiu	通常是
tiz	天秤座
tjh	套近乎
tji	停機場
tjj	統計局
tjp	停機坪
tjr	天津人
tjw	天津衛
tkb	太恐怖	太空步	坦克兵
tki	坦克車
tkr	太空人
tkx	脫口秀
tlg	天靈蓋
tlw	鐵路網
tly	陀螺儀
tmd	他媽的
tmg	同盟國	套馬杆
tmj	他們家
tms	托馬斯	湯姆森
tmy	同命運
tpj	太平間
tpm	太平門
tpt	拓撲圖
tpv	談判桌
tqg	淘氣鬼
tqz	天琴座
trd	天然呆
trq	天然氣
tsq	鐵索橋
tsw	鐵絲網
ttc	團體操
tte	頭頭兒
tth	通天河
ttm	榻榻米
ttt	天梯圖
ttz	唐太宗
tuf	提示符
tuh	挺適合
tuy	提示音
tvb	團支部
tvc	土政策
tvd	天知道	同質化
tvn	體制內
tvq	統治權
tvt	天主堂
twb	調味包
twc	同溫層
twf	貪污犯
twg	天文館
twr	臺灣人
twv	逃亡者
twy	同位語
txf	退休費
txh	同學會
txr	貼心人
txz	天蠍座
tyh	頭一回	吐谷渾
tyk	體育課
tyq	調壓器
tyt	聽一聽
tyu	同樣是	太原市
tze	投資額
tzi	屠宰場
tzr	投資人
tzz	甜滋滋
ucc	深層次
uch	水彩畫
uci	雙層牀
ucl	生存率	生存力
ucn	守財奴
ucr	傷殘人
ucs	上廁所
udb	上等兵
udd	說到底	手動擋	說得對
ude	順道兒
udi	水電廠
udk	聖誕卡
udv	閃電戰	數得着
udw	輸電網
udx	煽動性
ued	十二點
uef	十二分
ufe	順風耳
ufj	煞風景	扇風機
ufl	說服力	舒服了
ugd	閃光燈	石敢當
ugx	燒高香
ugy	上個月
ugz	涮鍋子
uhc	石花菜
uhg	山海關
uhp	售貨棚
uhr	上海人
uht	耍滑頭
uhx	深呼吸
uhy	售貨員
uil	生產力
uiq	生成器
ujb	雙肩包	神經病
ujh	手機號
uji	時間差	時間戳
ujj	審計局
ujm	世紀末
ujn	十幾年
ujr	收件人
ujs	十幾歲	十九歲
ujt	神經痛
ujv	石家莊	十進制
ukv	實況主
ukx	深刻性
ulb	視力表
ulc	數量詞
ulk	水陸空
ulp	耍賴皮
ulq	少林拳
ulr	雙立人
uly	勢利眼
ulz	舍利子
umw	雙馬尾	說明文	手慢無
una	施耐庵
unb	水泥板
und	水泥釘
unf	少年犯
uni	水泥廠
unn	少奶奶
unr	少年人
unu	神農氏
uny	石腦油
unz	神奈子
upf	商品房
uph	商品化
upi	耍排場
upl	商品糧
ups	世乒賽
upt	耍派頭
upy	售票員
uqk	啥情況
uqr	申請人
ura	殺人案
urw	雙人舞
ury	水溶液
usb	生死簿
usg	生死觀
ush	啥時候	是時候
usj	十三經
usl	十三陵
usm	是什麼
usu	事實上	上歲數
usx	生死線
utd	耍態度
ute	收攤兒
utj	實體機	石炭紀
utp	水獺皮
utq	生態羣
utr	身體乳
uts	石炭酸
utu	手提式
utz	收攤子
uub	試試吧
uud	攝氏度
uue	省事兒
uuh	說實話
uuj	殺手鐧
uul	收視率
uuv	順時針
uuz	射手座
uvb	時裝表
uvg	數值怪	雙職工
uvk	雙週刊
uvn	上中農
uvs	生長素
uvy	甚至於	受制於	水中月
uvz	攝製組
uwb	數位板	商務部	試玩版
uwd	生物電
uwf	耍威風
uwp	數位屏
uwr	水污染
uwx	生物學
uwy	啥玩意	朔望月
uxd	師兄弟	少先隊
uxi	食心蟲
uxl	升學率	睡醒了
uxp	上下鋪
uxx	時效性	首選項
uxz	使性子
uyd	上一代	十一點	省油燈
uyj	收音機	商業街	試衣間
uyk	雙月刊
uyl	收益率	失業率
uyp	雙眼皮
uyw	是因爲
uyz	雙魚座	試驗組
uzb	識字班
uze	石子兒
uzh	數字化
uzj	十字架
uzl	上座率
uzm	首字母
uzt	獅子頭
uzv	失蹤者
uzw	獅子舞
uzx	雙子星
uzz	雙子座
vaw	障礙物
vbf	枕邊風
vbs	這不是
vbt	這半天
vcb	註冊表
vcj	註冊機
vcm	註冊碼
vcr	仲裁人
vcx	政策學
vcy	中草藥
vdc	致悼詞
vde	這點兒
vdi	摺疊牀
vds	真的是	招待所
vdt	擲彈筒
vdv	終點站
vdw	主單位
vdx	針對性
vdy	撞大運	摺疊椅	豬隊友
vgc	中關村
vgg	直勾勾
vgi	中國城
vgm	中國夢
vgt	中國通
vgy	這個月	植根於
vhg	指揮官
vht	裝糊塗
vhy	指揮員
vir	主持人
vjb	裝甲兵
vjc	助記詞
vje	這就是
vjj	張家界
vjk	張家口
vjq	重機槍
vjr	中間人	召集人
vjy	轉基因
vjz	照鏡子
vkd	中科大
vkg	真空管
vkq	制空權
vld	之類的	着力點	直流電
vli	重力場
vll	直愣愣
vlp	戰利品
vlq	專利權
vlr	主理人
vlv	佔領者
vlz	正離子
vme	照面兒
vmf	找麻煩
vnb	紙尿布
vnd	種牛痘
vni	指南車
vnw	樟腦丸
vnx	智能性
vpf	詐騙犯
vpg	裝配工
vpi	製片廠
vpj	照排機
vpl	偵破率
vqb	週期表
vqd	正確的
vqi	沼氣池
vqm	找竅門
vqn	中青年
vqs	證券所
vrw	主人翁
vsh	這時候
vsn	侄孫女
vsz	裝孫子
vtc	主題詞
vtd	主通道
vtp	站臺票
vtu	招討使
vtv	狀態值
vub	正式版
vuj	指數級
vul	中山狼
vvc	竹枝詞
vvg	珍珠港
vvi	主戰場
vvl	住宅樓
vvn	周志農
vvp	戰爭片
vvv	執政者
vvw	針織物
vvy	中州韻	指戰員
vwf	佔位符
vwq	重武器
vwt	植物體
vwu	中位數
vwx	植物學
vwy	植物油
vwz	轉彎子
vxc	中心詞	中性詞
vxf	正相反	侄媳婦
vxp	滯銷品
vxv	照相紙
vyb	這一步	職業病	志願兵
vzg	駐在國
vzi	製造廠
vzr	製作人
vzt	竹字頭
vzu	製造商
vzx	摺子戲	鑄造學
vzy	製造業
wan	我愛你
wau	王安石
wbs	無不是
wcr	午餐肉
wdi	溫度場
wdj	溫度計
wdp	無黨派
wdr	外地人
wdu	武當山	無敵手	衛道士
wdz	微電子
wej	我已經
wfb	無紡布
wfl	我服了
wgd	烏干達
wgg	外骨骼
wgj	烏骨雞	瓦崗軍
wgp	頑固派
wgt	文工團
wgv	偉光正
whg	違和感	無花果
whh	外行話
whj	文化局
whv	維護者	玩花招
why	玩花樣
wig	尾椎骨	文抄公
wii	烏沉沉
wix	未承想	無襯線	微程序
wiy	文昌魚
wjf	微積分
wjg	微架構
wjm	文件名
wjy	萬金油
wkk	我看看
wkv	胃擴張
wlc	烏拉草
wlj	物理機
wlr	外來人
wlu	無論是	五六十
wlv	瓦楞紙
wmg	外蒙古
wmh	污名化
wml	誤碼率
wmx	文明戲
wmy	萬美元	外賣員
wnb	萬能表
wnh	無奈何
wni	挖泥船
wny	萬能藥
wpc	外胚層
wpi	烏篷船
wps	WPS
wqd	無窮大
wqk	武器庫
wqt	完全體	爲前提
wqx	文曲星
wri	無人車
wrk	萬人坑
wrq	無人區	污染區
wrv	圍繞着	委任狀
wsf	未遂犯
wsm	爲什麼
wsu	我是誰
wsz	外孫子
wta	無頭案
wtt	霧騰騰
wuj	衛生間	威士忌
wuq	衛生球
wuw	微生物
wvb	物質波
wvl	微指令
wvq	僞政權
wvs	味之素
wvu	未知數
wwd	慰問電
wwe	維吾爾
wwh	無外乎
wwi	未完成
wwq	娃娃親
wwr	彎彎繞	未亡人
wws	外圍賽
wwt	窩窩頭
wwx	慰問信
wwy	娃娃魚
wxg	微血管
wxh	我喜歡	微循環
wxl	唯心論
wxu	文學史
wxy	無響應	未響應	晚香玉
wyk	外語課
wym	無煙煤
wyq	穩壓器
wyt	爲一體
wzt	武則天
xal	興安嶺
xbb	兇巴巴	香餑餑	象拔蚌
xbc	小白菜
xbe	小辮兒
xbg	信不過
xbm	小保姆
xbn	下半年
xbp	西部片
xbs	選拔賽	小癟三
xbw	小霸王
xby	西班牙	下半夜
xcv	倖存者
xdi	想當初
xea	秀恩愛
xeb	餡兒餅
xel	性惡論
xem	小惡魔	小而美
xeq	小而全
xez	小兒子
xfb	矽肺病
xfg	洗髮膏
xfr	西方人
xgp	小鋼炮
xgq	修改器
xgr	西瓜瓤	香港人
xgt	細高挑
xhc	杏花村
xhg	雪花膏
xhi	小合唱
xhj	尋呼機
xhp	消耗品
xhr	猩紅熱
xht	小胡桃
xhw	小黑屋
xid	現成的
xii	興沖沖
xip	宣傳片
xjf	選舉法
xjg	象腳鼓
xjn	小江南
xjr	新疆人
xjs	性激素
xju	橡膠樹
xjv	細菌戰
xjw	溴甲烷
xjz	小舅子
xka	小可愛
xkd	想開點
xkf	許可法
xkh	相抗衡	下課後	小括號
xki	小客車
xkj	錫克教
xkn	辛苦你
xkv	許可證
xkw	幸虧我
xkx	尋開心
xlb	行了吧	小籠包	訓練班
xlf	洗理費
xlg	修理工
xli	修理廠
xlj	行李架
xlk	小兩口
xlm	心裏面
xlp	系列片
xlq	學齡前
xls	相類似
xlt	巡邏艇
xlu	血淚史
xlw	希臘文
xlz	新路子
xmm	小妹妹	笑眯眯
xmn	洗面奶
xmv	心目中	蕁麻疹
xmw	下馬威
xmy	小蠻腰
xnh	小女孩	小男孩
xnj	虛擬機
xny	小年夜
xnz	新娘子
xpc	橡皮擦
xph	小屁孩
xpl	下坡路
xpp	香噴噴
xpv	新篇章
xpy	小朋友
xqb	學前班
xqc	需求側
xqf	享清福
xqg	小氣鬼
xqi	想清楚
xqk	向前看
xqr	星期日
xqs	星期三	星期四
xqw	星期五
xqx	新氣象
xqy	星期一
xqz	小圈子
xre	小人兒
xrk	向日葵
xrq	仙人球
xrr	瞎嚷嚷
xrv	仙人掌
xrx	虛榮心
xsb	相思病
xsd	相似度
xsh	小時候
xsj	新四軍
xsm	些什麼
xsn	相思鳥
xth	系統化
xtr	心頭肉
xtu	興頭上
xtw	信天翁
xtx	先天性
xua	兇殺案
xud	小數點
xue	銷售額
xuf	刑事犯
xuh	小時候	學生會
xuj	學術界	洗手間
xul	消失了
xup	顯示屏
xuu	形式上
xuv	行駛證
xux	學術性
xva	修正案
xvc	行政村
xvg	新中國
xvk	行政科
xvn	下中農
xvv	旋轉軸
xwb	纖維板
xwg	新聞稿
xwp	新聞片
xws	纖維素
xwt	小問題
xxd	小心點
xxh	信息化
xxj	學習機
xxk	想想看
xxu	小學生
xxv	想象中	先行者
xxw	血腥味
xxy	小心眼
xyb	下一步
xyc	下一次	薰衣草
xyd	下一代
xye	幸運兒
xyf	洗衣粉	洗衣服
xyh	西洋畫
xyi	小陽春
xyk	信用卡
xyp	學院派
xyq	吸菸區
xyt	西雅圖	下雨天	嚇一跳
xyx	想一想
xzf	學雜費
xzp	殉葬品
xzv	小組長
xzw	小作文
yam	陰暗面
ybc	也不錯
ybg	搖筆桿
ybi	言必稱
ybk	啞巴虧
ybn	也不能	又不能
ybs	也不是	又不是	也不算
ybu	用不上	一把手
ybv	用不着
yby	要不要
ycf	隱藏分
ych	油菜花
ycz	油菜籽
yeq	幼兒期
yes	一二三
yet	雅爾塔
yey	幼兒園
yfc	有分寸
yfe	有範兒
yfi	一風吹
yfp	月份牌
yfs	玉佛寺
ygi	油罐車
ygq	雨刮器
yhe	一會兒
yhi	螢火蟲
yhj	氧化劑
yhq	優惠券
yht	氧化鐵	雨花臺
yhw	氧化物
yhx	銀河系
yhy	宇航員	頤和園
yii	陰沉沉
yik	一場空
yil	已處理	預處理
yin	一剎那
yjd	雅加達
yje	也就是
yjh	一句話
yjr	一家人
yjs	研究所
yju	一件事	有件事	一鍵式
yjx	鬱金香
ykd	一看到
ykh	圓括號
ykn	有可能	也可能
yku	一開始
yky	也可以
yle	一溜兒
ylp	玉蘭片
ylr	一路人
ymp	一面坡
ynr	雲南人
ypv	壓迫者
ypz	右撇子
yqc	語氣詞
yqp	氧氣瓶
yqs	邀請賽
yqv	有氣質
yrf	羽絨服
yrm	有人嗎	有人麼	有人沒
yrp	易燃品
yru	羊絨衫
ysb	壓縮包
ysj	有時間
ysm	有什麼
ysn	預算內
yss	一絲絲	陰森森
yth	研討會
yti	一頭沉
ytk	一堂課
ytt	一天天	一條條
ytw	因特網
yty	依託於
ytz	一團糟
yug	一首歌
yuh	有時候	於是乎
yuj	有時間	一瞬間	右上角
yux	藝術性
yvc	預製菜
yvg	一整個
yvp	異裝癖
ywc	疑問詞
ywe	有味兒
ywi	已完成	醫務處
ywp	洋務派
yws	醫務所
ywx	有危險	意外險	於無形
ywz	顏文字
yxe	一下兒
yxp	印象派
yyc	有一次
yyd	有一點
yyh	音樂會
yyr	有緣人	悠悠然
yyu	飲用水
yyv	有一種
yyx	優越性
yzb	原子筆
yzd	原子彈
yze	揚子鱷
yzh	夜總會
yzi	營造尺
yzj	揚子江
yzt	原子團
yzu	原則上
yzv	有組織
yzx	原則性
yzy	源自於	咬字眼
zav	則安之
zbp	滋補品
zbt	走不通
zbu	自白書
zdc	最低層
zdd	自動擋	最低點	知道的
zde	早點兒
zdj	自動機
zdm	自動門
zdt	坐地鐵	早稻田
zdu	子弟書	這倒是
zdv	坐得正
zes	再而三
zff	自發粉
zfu	自費生
zfv	總方針
zfw	砸飯碗
zfx	自發性
zfz	諏訪子
zgg	做廣告
zgh	總工會
zgn	自耕農
zgs	總公司
zgy	自感應
zhe	雜活兒
zhf	總後方
zhp	雜貨鋪
zhq	組合拳
zhs	棗紅色
zhy	綜合語
zjh	紫荊花
zji	紫禁城
zjm	字節碼
zjq	自決權
zjr	自己人
zjs	總決賽
zju	紫金山
zkl	自控力
zkn	怎可能
zku	最開始
zlf	總理府
zlg	再來個
zlj	資料夾	自流井
zlp	資料片
zph	自平衡
zpj	雜牌軍
zqd	足球隊
zqi	足球場
zqj	作曲家
zqq	走親戚
zqt	做圈套
zrc	自然村
zrd	自然段
zrj	自然界
zrk	總人口
zrl	自然龍
zrq	做人情
zrr	責任人
zrt	責任田
zru	自然數	責任書
zry	最容易
zsf	走私犯
zsj	增塑劑
zsl	總司令
zsn	曾孫女
ztf	在逃犯
zti	鑽探船
ztj	鑽探機
ztv	總統制
ztz	總投資
zuh	早上好
zui	再生產
zuj	左上角
zum	再生毛
zuy	自適應
zva	組織胺
zvb	組織部
zvi	造紙廠
zvp	在製品
zvv	組織者
zvx	組織性
zwe	滋味兒
zwg	紫外光
zwh	組委會
zwj	自衛軍
zwk	總務科
zwq	自衛權
zwy	竈王爺
zxb	最新版
zxd	總協定
zxg	最小割
zxt	子系統
zxw	做學問
zye	字眼兒
zyf	在押犯
zyj	最優解	自由基
zyl	作用力
zyp	滋養品
zys	總預算
zyt	作業題
zyv	遭遇戰
zyz	怎樣做	坐月子
zzb	縱座標
zzc	自造詞
zze	早早兒
zzf	曾祖父
zzm	曾祖母
zzz	嘖嘖嘖
